date,store_id,sku_id,units_sold,unit_price,promotion,temperature,precipitation,is_holiday_like
2025-02-09,TOKYO_01,SKU_SH_002,32,2990,0,9.6,0.0,1
2025-02-10,TOKYO_01,SKU_SH_002,27,2990,0,11.7,0.4,0
2025-02-11,TOKYO_01,SKU_SH_002,21,2990,0,11.0,0.0,0
2025-02-12,TOKYO_01,SKU_SH_002,32,2990,0,12.7,0.9,0
2025-02-13,TOKYO_01,SKU_SH_002,30,2990,0,12.2,3.4,0
2025-02-14,TOKYO_01,SKU_SH_002,27,2990,0,14.0,0.0,0
2025-02-15,TOKYO_01,SKU_SH_002,37,2990,0,15.5,1.6,1
2025-02-16,TOKYO_01,SKU_SH_002,39,2990,0,17.4,0.0,1
2025-02-17,TOKYO_01,SKU_SH_002,28,2990,0,14.8,0.4,0
2025-02-18,TOKYO_01,SKU_SH_002,35,2990,0,11.8,0.3,0
2025-02-19,TOKYO_01,SKU_SH_002,29,2990,0,12.3,0.0,0
2025-02-20,TOKYO_01,SKU_SH_002,21,2990,0,14.3,1.7,0
2025-02-21,TOKYO_01,SKU_SH_002,27,2990,0,13.0,0.0,0
2025-02-22,TOKYO_01,SKU_SH_002,37,2990,0,12.8,0.0,1
2025-02-23,TOKYO_01,SKU_SH_002,39,2990,0,14.9,0.7,1
2025-02-24,TOKYO_01,SKU_SH_002,26,2990,0,16.7,0.0,0
2025-02-25,TOKYO_01,SKU_SH_002,21,2990,0,13.5,0.8,0
2025-02-26,TOKYO_01,SKU_SH_002,24,2990,0,15.9,4.0,0
2025-02-27,TOKYO_01,SKU_SH_002,28,2990,1,12.4,0.7,0
2025-02-28,TOKYO_01,SKU_SH_002,29,2990,0,15.2,0.7,0
2025-03-01,TOKYO_01,SKU_SH_002,29,2990,0,16.5,0.8,1
2025-03-02,TOKYO_01,SKU_SH_002,27,2990,0,13.2,0.6,1
2025-03-03,TOKYO_01,SKU_SH_002,30,2990,0,12.3,0.0,0
2025-03-04,TOKYO_01,SKU_SH_002,33,2990,0,16.6,0.0,0
2025-03-05,TOKYO_01,SKU_SH_002,22,2990,0,12.8,2.7,0
2025-03-06,TOKYO_01,SKU_SH_002,26,2990,0,16.4,0.0,0
2025-03-07,TOKYO_01,SKU_SH_002,25,2990,0,15.9,0.0,0
2025-03-08,TOKYO_01,SKU_SH_002,39,2990,0,14.0,2.4,1
2025-03-09,TOKYO_01,SKU_SH_002,31,2990,0,15.4,0.3,1
2025-03-10,TOKYO_01,SKU_SH_002,21,2990,0,19.3,0.0,0
2025-03-11,TOKYO_01,SKU_SH_002,25,2990,0,16.2,0.0,0
2025-03-12,TOKYO_01,SKU_SH_002,31,2990,0,17.5,0.0,0
2025-03-13,TOKYO_01,SKU_SH_002,35,2990,1,18.3,0.0,0
2025-03-14,TOKYO_01,SKU_SH_002,23,2990,0,13.5,0.0,0
2025-03-15,TOKYO_01,SKU_SH_002,30,2990,0,15.8,0.6,1
2025-03-16,TOKYO_01,SKU_SH_002,26,2990,0,18.0,0.7,1
2025-03-17,TOKYO_01,SKU_SH_002,25,2990,0,15.5,0.3,0
2025-03-18,TOKYO_01,SKU_SH_002,23,2990,0,15.0,2.4,0
2025-03-19,TOKYO_01,SKU_SH_002,36,2990,0,20.0,0.0,0
2025-03-20,TOKYO_01,SKU_SH_002,16,2990,0,15.8,0.9,0
2025-03-21,TOKYO_01,SKU_SH_002,21,2990,0,18.6,1.4,0
2025-03-22,TOKYO_01,SKU_SH_002,46,2990,0,26.6,4.1,1
2025-03-23,TOKYO_01,SKU_SH_002,37,2990,1,20.5,0.0,1
2025-03-24,TOKYO_01,SKU_SH_002,27,2990,0,20.2,0.6,0
2025-03-25,TOKYO_01,SKU_SH_002,22,2990,0,16.8,9.1,0
2025-03-26,TOKYO_01,SKU_SH_002,19,2990,0,14.8,0.0,0
2025-03-27,TOKYO_01,SKU_SH_002,26,2990,0,19.2,0.0,0
2025-03-28,TOKYO_01,SKU_SH_002,24,2990,0,21.6,5.1,0
2025-03-29,TOKYO_01,SKU_SH_002,40,2990,1,19.7,0.0,1
2025-03-30,TOKYO_01,SKU_SH_002,39,2990,0,20.0,9.6,1
2025-03-31,TOKYO_01,SKU_SH_002,28,2990,0,23.8,0.6,0
2025-04-01,TOKYO_01,SKU_SH_002,27,2990,0,18.1,0.0,0
2025-04-02,TOKYO_01,SKU_SH_002,28,2990,0,18.4,5.5,0
2025-04-03,TOKYO_01,SKU_SH_002,27,2990,0,19.2,0.0,0
2025-04-04,TOKYO_01,SKU_SH_002,24,2990,0,22.5,3.8,0
2025-04-05,TOKYO_01,SKU_SH_002,45,2990,0,25.2,3.0,1
2025-04-06,TOKYO_01,SKU_SH_002,32,2990,0,19.1,0.0,1
2025-04-07,TOKYO_01,SKU_SH_002,24,2990,0,21.9,2.1,0
2025-04-08,TOKYO_01,SKU_SH_002,16,2990,0,21.0,0.0,0
2025-04-09,TOKYO_01,SKU_SH_002,20,2990,0,20.7,0.0,0
2025-04-10,TOKYO_01,SKU_SH_002,39,2990,0,24.8,4.0,0
2025-04-11,TOKYO_01,SKU_SH_002,49,2990,0,24.7,0.0,0
2025-04-12,TOKYO_01,SKU_SH_002,32,2990,0,22.6,2.5,1
2025-04-13,TOKYO_01,SKU_SH_002,26,2990,0,22.3,0.0,1
2025-04-14,TOKYO_01,SKU_SH_002,20,2990,0,23.4,0.5,0
2025-04-15,TOKYO_01,SKU_SH_002,74,2990,1,25.7,0.0,0
2025-04-16,TOKYO_01,SKU_SH_002,24,2990,0,23.8,0.4,0
2025-04-17,TOKYO_01,SKU_SH_002,12,2990,0,23.1,0.0,0
2025-04-18,TOKYO_01,SKU_SH_002,41,2990,0,24.6,0.0,0
2025-04-19,TOKYO_01,SKU_SH_002,35,2990,0,21.5,2.3,1
2025-04-20,TOKYO_01,SKU_SH_002,41,2990,0,25.0,4.6,1
2025-04-21,TOKYO_01,SKU_SH_002,43,2990,0,24.9,1.7,0
2025-04-22,TOKYO_01,SKU_SH_002,43,2990,0,24.4,0.0,0
2025-04-23,TOKYO_01,SKU_SH_002,20,2990,0,23.3,0.5,0
2025-04-24,TOKYO_01,SKU_SH_002,31,2990,0,22.1,3.4,0
2025-04-25,TOKYO_01,SKU_SH_002,26,2990,0,23.2,3.2,0
2025-04-26,TOKYO_01,SKU_SH_002,29,2990,0,22.9,0.8,1
2025-04-27,TOKYO_01,SKU_SH_002,50,2990,0,26.8,0.3,1
2025-04-28,TOKYO_01,SKU_SH_002,19,2990,0,23.6,2.4,0
2025-04-29,TOKYO_01,SKU_SH_002,32,2990,0,24.9,0.0,0
2025-04-30,TOKYO_01,SKU_SH_002,38,2990,0,28.6,3.1,0
2025-05-01,TOKYO_01,SKU_SH_002,29,2990,0,22.3,0.0,1
2025-05-02,TOKYO_01,SKU_SH_002,49,2990,0,26.3,1.8,1
2025-05-03,TOKYO_01,SKU_SH_002,64,2990,0,24.7,0.0,1
2025-05-04,TOKYO_01,SKU_SH_002,50,2990,1,20.3,6.1,1
2025-05-05,TOKYO_01,SKU_SH_002,21,2990,0,23.2,0.0,1
2025-05-06,TOKYO_01,SKU_SH_002,62,2990,0,26.5,4.2,1
2025-05-07,TOKYO_01,SKU_SH_002,47,2990,0,25.8,0.0,1
2025-05-08,TOKYO_01,SKU_SH_002,69,2990,1,26.6,2.4,0
2025-05-09,TOKYO_01,SKU_SH_002,34,2990,1,22.3,0.0,0
2025-05-10,TOKYO_01,SKU_SH_002,52,2990,0,24.1,4.2,1
2025-05-11,TOKYO_01,SKU_SH_002,40,2990,0,26.4,4.7,1
2025-05-12,TOKYO_01,SKU_SH_002,45,2990,0,25.1,0.2,0
2025-05-13,TOKYO_01,SKU_SH_002,49,2990,0,26.6,0.0,0
2025-05-14,TOKYO_01,SKU_SH_002,30,2990,0,27.1,0.4,0
2025-05-15,TOKYO_01,SKU_SH_002,49,2990,0,27.6,0.0,0
2025-05-16,TOKYO_01,SKU_SH_002,37,2990,0,26.4,0.4,0
2025-05-17,TOKYO_01,SKU_SH_002,68,2990,0,24.6,8.9,1
2025-05-18,TOKYO_01,SKU_SH_002,59,2990,0,27.3,8.1,1
2025-05-19,TOKYO_01,SKU_SH_002,46,2990,0,24.8,0.0,0
2025-05-20,TOKYO_01,SKU_SH_002,41,2990,0,28.7,0.0,0
2025-05-21,TOKYO_01,SKU_SH_002,62,2990,0,25.4,3.0,0
2025-05-22,TOKYO_01,SKU_SH_002,34,2990,1,22.8,1.0,0
2025-05-23,TOKYO_01,SKU_SH_002,34,2990,0,31.0,1.5,0
2025-05-24,TOKYO_01,SKU_SH_002,45,2990,0,29.1,0.0,1
2025-05-25,TOKYO_01,SKU_SH_002,61,2990,0,31.0,0.1,1
2025-05-26,TOKYO_01,SKU_SH_002,62,2990,1,26.4,4.2,0
2025-05-27,TOKYO_01,SKU_SH_002,42,2990,0,26.9,3.7,0
2025-05-28,TOKYO_01,SKU_SH_002,39,2990,0,27.0,0.1,0
2025-05-29,TOKYO_01,SKU_SH_002,41,2990,0,27.3,0.3,0
2025-05-30,TOKYO_01,SKU_SH_002,38,2990,0,26.6,0.0,0
2025-05-31,TOKYO_01,SKU_SH_002,58,2990,0,27.7,1.4,1
2025-06-01,TOKYO_01,SKU_SH_002,49,2990,0,29.8,5.0,1
2025-06-02,TOKYO_01,SKU_SH_002,37,2990,0,28.2,0.0,0
2025-06-03,TOKYO_01,SKU_SH_002,49,2990,0,27.8,5.0,0
2025-06-04,TOKYO_01,SKU_SH_002,35,2990,0,32.1,6.0,0
2025-06-05,TOKYO_01,SKU_SH_002,43,2990,0,25.4,0.0,0
2025-06-06,TOKYO_01,SKU_SH_002,27,2990,0,29.1,4.2,0
2025-06-07,TOKYO_01,SKU_SH_002,56,2990,1,26.8,0.0,1
2025-06-08,TOKYO_01,SKU_SH_002,48,2990,0,30.1,0.0,1
2025-06-09,TOKYO_01,SKU_SH_002,38,2990,0,29.8,0.0,0
2025-06-10,TOKYO_01,SKU_SH_002,55,2990,1,31.1,0.4,0
2025-06-11,TOKYO_01,SKU_SH_002,48,2990,0,30.0,0.9,0
2025-06-12,TOKYO_01,SKU_SH_002,48,2990,0,24.2,0.1,0
2025-06-13,TOKYO_01,SKU_SH_002,44,2990,0,27.9,1.1,0
2025-06-14,TOKYO_01,SKU_SH_002,42,2990,0,25.1,1.8,1
2025-06-15,TOKYO_01,SKU_SH_002,50,2990,0,25.5,1.3,1
2025-06-16,TOKYO_01,SKU_SH_002,57,2990,0,27.8,2.7,0
2025-06-17,TOKYO_01,SKU_SH_002,61,2990,0,27.0,0.0,0
2025-06-18,TOKYO_01,SKU_SH_002,50,2990,0,26.8,0.0,0
2025-06-19,TOKYO_01,SKU_SH_002,34,2990,0,24.8,0.0,0
2025-06-20,TOKYO_01,SKU_SH_002,41,2990,0,32.3,0.3,0
2025-06-21,TOKYO_01,SKU_SH_002,54,2990,0,29.1,3.6,1
2025-06-22,TOKYO_01,SKU_SH_002,52,2990,0,27.7,0.0,1
2025-06-23,TOKYO_01,SKU_SH_002,50,2990,0,26.4,1.6,0
2025-06-24,TOKYO_01,SKU_SH_002,69,2990,1,27.4,0.0,0
2025-06-25,TOKYO_01,SKU_SH_002,20,2990,0,23.1,1.5,0
2025-06-26,TOKYO_01,SKU_SH_002,37,2990,0,28.6,0.0,0
2025-06-27,TOKYO_01,SKU_SH_002,49,2990,0,28.1,0.0,0
2025-06-28,TOKYO_01,SKU_SH_002,65,2990,0,28.4,0.0,1
2025-06-29,TOKYO_01,SKU_SH_002,54,2990,0,27.8,0.0,1
2025-01-01,TOKYO_01,SKU_OUT_001,53,6990,0,9.3,0.0,0
2025-01-02,TOKYO_01,SKU_OUT_001,50,6990,0,5.8,0.9,0
2025-01-03,TOKYO_01,SKU_OUT_001,57,6990,1,11.8,2.1,0
2025-01-04,TOKYO_01,SKU_OUT_001,56,6990,0,7.1,0.0,1
2025-01-05,TOKYO_01,SKU_OUT_001,52,6990,0,8.9,0.0,1
2025-01-06,TOKYO_01,SKU_OUT_001,58,6990,0,10.2,0.0,0
2025-01-07,TOKYO_01,SKU_OUT_001,54,6990,0,6.5,0.0,0
2025-01-08,TOKYO_01,SKU_OUT_001,35,6990,0,7.2,1.6,0
2025-01-09,TOKYO_01,SKU_OUT_001,43,6990,0,7.4,0.4,0
2025-01-10,TOKYO_01,SKU_OUT_001,54,6990,0,7.3,2.7,0
2025-01-11,TOKYO_01,SKU_OUT_001,49,6990,0,7.4,6.5,1
2025-01-12,TOKYO_01,SKU_OUT_001,55,6990,0,7.6,0.2,1
2025-01-13,TOKYO_01,SKU_OUT_001,56,6990,0,10.7,0.0,0
2025-01-14,TOKYO_01,SKU_OUT_001,34,6990,0,15.0,3.5,0
2025-01-15,TOKYO_01,SKU_OUT_001,53,6990,0,10.6,0.6,0
2025-01-16,TOKYO_01,SKU_OUT_001,58,6990,0,6.9,0.0,0
2025-01-17,TOKYO_01,SKU_OUT_001,49,6990,0,8.1,3.0,0
2025-01-18,TOKYO_01,SKU_OUT_001,55,6990,0,6.8,0.5,1
2025-01-19,TOKYO_01,SKU_OUT_001,64,6990,0,7.8,1.6,1
2025-01-20,TOKYO_01,SKU_OUT_001,47,6990,0,10.7,2.5,0
2025-01-21,TOKYO_01,SKU_OUT_001,47,6990,0,7.7,0.0,0
2025-01-22,TOKYO_01,SKU_OUT_001,63,6990,0,6.3,3.2,0
2025-01-23,TOKYO_01,SKU_OUT_001,45,6990,0,7.3,0.0,0
2025-01-24,TOKYO_01,SKU_OUT_001,48,6990,0,11.6,0.8,0
2025-01-25,TOKYO_01,SKU_OUT_001,77,6990,0,10.7,0.0,1
2025-01-26,TOKYO_01,SKU_OUT_001,34,6990,0,13.3,0.9,1
2025-01-27,TOKYO_01,SKU_OUT_001,64,6990,0,4.3,2.3,0
2025-01-28,TOKYO_01,SKU_OUT_001,42,6990,0,7.1,3.0,0
2025-01-29,TOKYO_01,SKU_OUT_001,48,6990,0,9.8,1.0,0
2025-01-30,TOKYO_01,SKU_OUT_001,53,6990,0,8.7,2.0,0
2025-01-31,TOKYO_01,SKU_OUT_001,57,6990,0,8.8,0.0,0
2025-02-01,TOKYO_01,SKU_OUT_001,83,6990,0,11.7,3.4,1
2025-02-02,TOKYO_01,SKU_OUT_001,77,6990,1,9.6,1.4,1
2025-02-03,TOKYO_01,SKU_OUT_001,38,6990,1,13.9,0.6,0
2025-02-04,TOKYO_01,SKU_OUT_001,41,6990,0,9.5,0.0,0
2025-02-05,TOKYO_01,SKU_OUT_001,26,6990,0,13.9,0.0,0
2025-02-06,TOKYO_01,SKU_OUT_001,61,6990,0,11.3,0.0,0
2025-02-07,TOKYO_01,SKU_OUT_001,40,6990,0,10.5,0.0,0
2025-02-08,TOKYO_01,SKU_OUT_001,56,6990,0,11.2,1.1,1
2025-02-09,TOKYO_01,SKU_OUT_001,79,6990,0,9.6,0.0,1
2025-02-10,TOKYO_01,SKU_OUT_001,46,6990,0,11.7,0.4,0
2025-02-11,TOKYO_01,SKU_OUT_001,36,6990,0,11.0,0.0,0
2025-02-12,TOKYO_01,SKU_OUT_001,28,6990,0,12.7,0.9,0
2025-02-13,TOKYO_01,SKU_OUT_001,39,6990,0,12.2,3.4,0
2025-02-14,TOKYO_01,SKU_OUT_001,44,6990,1,14.0,0.0,0
2025-02-15,TOKYO_01,SKU_OUT_001,36,6990,0,15.5,1.6,1
2025-02-16,TOKYO_01,SKU_OUT_001,48,6990,0,17.4,0.0,1
2025-02-17,TOKYO_01,SKU_OUT_001,34,6990,0,14.8,0.4,0
2025-02-18,TOKYO_01,SKU_OUT_001,42,6990,0,11.8,0.3,0
2025-02-19,TOKYO_01,SKU_OUT_001,29,6990,0,12.3,0.0,0
2025-02-20,TOKYO_01,SKU_OUT_001,18,6990,0,14.3,1.7,0
2025-02-21,TOKYO_01,SKU_OUT_001,33,6990,0,13.0,0.0,0
2025-02-22,TOKYO_01,SKU_OUT_001,38,6990,0,12.8,0.0,1
2025-02-23,TOKYO_01,SKU_OUT_001,28,6990,0,14.9,0.7,1
2025-02-24,TOKYO_01,SKU_OUT_001,32,6990,0,16.7,0.0,0
2025-02-25,TOKYO_01,SKU_OUT_001,44,6990,1,13.5,0.8,0
2025-02-26,TOKYO_01,SKU_OUT_001,38,6990,0,15.9,4.0,0
2025-02-27,TOKYO_01,SKU_OUT_001,41,6990,0,12.4,0.7,0
2025-02-28,TOKYO_01,SKU_OUT_001,52,6990,1,15.2,0.7,0
2025-03-01,TOKYO_01,SKU_OUT_001,37,6990,0,16.5,0.8,1
2025-03-02,TOKYO_01,SKU_OUT_001,38,6990,0,13.2,0.6,1
2025-03-03,TOKYO_01,SKU_OUT_001,26,6990,0,12.3,0.0,0
2025-03-04,TOKYO_01,SKU_OUT_001,27,6990,0,16.6,0.0,0
2025-03-05,TOKYO_01,SKU_OUT_001,30,6990,0,12.8,2.7,0
2025-03-06,TOKYO_01,SKU_OUT_001,29,6990,0,16.4,0.0,0
2025-03-07,TOKYO_01,SKU_OUT_001,23,6990,0,15.9,0.0,0
2025-03-08,TOKYO_01,SKU_OUT_001,46,6990,0,14.0,2.4,1
2025-03-09,TOKYO_01,SKU_OUT_001,48,6990,0,15.4,0.3,1
2025-03-10,TOKYO_01,SKU_OUT_001,38,6990,0,19.3,0.0,0
2025-03-11,TOKYO_01,SKU_OUT_001,39,6990,0,16.2,0.0,0
2025-03-12,TOKYO_01,SKU_OUT_001,43,6990,0,17.5,0.0,0
2025-03-13,TOKYO_01,SKU_OUT_001,26,6990,0,18.3,0.0,0
2025-03-14,TOKYO_01,SKU_OUT_001,43,6990,0,13.5,0.0,0
2025-03-15,TOKYO_01,SKU_OUT_001,35,6990,0,15.8,0.6,1
2025-03-16,TOKYO_01,SKU_OUT_001,42,6990,0,18.0,0.7,1
2025-03-17,TOKYO_01,SKU_OUT_001,22,6990,0,15.5,0.3,0
2025-03-18,TOKYO_01,SKU_OUT_001,28,6990,0,15.0,2.4,0
2025-03-19,TOKYO_01,SKU_OUT_001,36,6990,0,20.0,0.0,0
2025-03-20,TOKYO_01,SKU_OUT_001,34,6990,0,15.8,0.9,0
2025-03-21,TOKYO_01,SKU_OUT_001,28,6990,0,18.6,1.4,0
2025-03-22,TOKYO_01,SKU_OUT_001,38,6990,0,26.6,4.1,1
2025-03-23,TOKYO_01,SKU_OUT_001,33,6990,0,20.5,0.0,1
2025-03-24,TOKYO_01,SKU_OUT_001,36,6990,0,20.2,0.6,0
2025-03-25,TOKYO_01,SKU_OUT_001,19,6990,0,16.8,9.1,0
2025-03-26,TOKYO_01,SKU_OUT_001,38,6990,0,14.8,0.0,0
2025-03-27,TOKYO_01,SKU_OUT_001,38,6990,1,19.2,0.0,0
2025-03-28,TOKYO_01,SKU_OUT_001,30,6990,0,21.6,5.1,0
2025-03-29,TOKYO_01,SKU_OUT_001,28,6990,0,19.7,0.0,1
2025-03-30,TOKYO_01,SKU_OUT_001,39,6990,0,20.0,9.6,1
2025-03-31,TOKYO_01,SKU_OUT_001,33,6990,0,23.8,0.6,0
2025-04-01,TOKYO_01,SKU_OUT_001,32,6990,0,18.1,0.0,0
2025-04-02,TOKYO_01,SKU_OUT_001,33,6990,0,18.4,5.5,0
2025-04-03,TOKYO_01,SKU_OUT_001,30,6990,0,19.2,0.0,0
2025-04-04,TOKYO_01,SKU_OUT_001,30,6990,0,22.5,3.8,0
2025-04-05,TOKYO_01,SKU_OUT_001,36,6990,0,25.2,3.0,1
2025-04-06,TOKYO_01,SKU_OUT_001,34,6990,0,19.1,0.0,1
2025-04-07,TOKYO_01,SKU_OUT_001,28,6990,0,21.9,2.1,0
2025-04-08,TOKYO_01,SKU_OUT_001,33,6990,0,21.0,0.0,0
2025-04-09,TOKYO_01,SKU_OUT_001,38,6990,0,20.7,0.0,0
2025-04-10,TOKYO_01,SKU_OUT_001,25,6990,0,24.8,4.0,0
2025-04-11,TOKYO_01,SKU_OUT_001,30,6990,0,24.7,0.0,0
2025-04-12,TOKYO_01,SKU_OUT_001,29,6990,0,22.6,2.5,1
2025-04-13,TOKYO_01,SKU_OUT_001,34,6990,0,22.3,0.0,1
2025-04-14,TOKYO_01,SKU_OUT_001,28,6990,0,23.4,0.5,0
2025-04-15,TOKYO_01,SKU_OUT_001,31,6990,0,25.7,0.0,0
2025-04-16,TOKYO_01,SKU_OUT_001,31,6990,0,23.8,0.4,0
2025-04-17,TOKYO_01,SKU_OUT_001,30,6990,0,23.1,0.0,0
2025-04-18,TOKYO_01,SKU_OUT_001,33,6990,0,24.6,0.0,0
2025-04-19,TOKYO_01,SKU_OUT_001,31,6990,0,21.5,2.3,1
2025-04-20,TOKYO_01,SKU_OUT_001,38,6990,0,25.0,4.6,1
2025-04-21,TOKYO_01,SKU_OUT_001,34,6990,0,24.9,1.7,0
2025-04-22,TOKYO_01,SKU_OUT_001,25,6990,0,24.4,0.0,0
2025-04-23,TOKYO_01,SKU_OUT_001,30,6990,1,23.3,0.5,0
2025-04-24,TOKYO_01,SKU_OUT_001,36,6990,0,22.1,3.4,0
2025-04-25,TOKYO_01,SKU_OUT_001,24,6990,0,23.2,3.2,0
2025-04-26,TOKYO_01,SKU_OUT_001,49,6990,1,22.9,0.8,1
2025-04-27,TOKYO_01,SKU_OUT_001,42,6990,0,26.8,0.3,1
2025-04-28,TOKYO_01,SKU_OUT_001,25,6990,0,23.6,2.4,0
2025-04-29,TOKYO_01,SKU_OUT_001,35,6990,0,24.9,0.0,0
2025-04-30,TOKYO_01,SKU_OUT_001,26,6990,0,28.6,3.1,0
2025-05-01,TOKYO_01,SKU_OUT_001,32,6990,0,22.3,0.0,1
2025-05-02,TOKYO_01,SKU_OUT_001,43,6990,1,26.3,1.8,1
2025-05-03,TOKYO_01,SKU_OUT_001,32,6990,0,24.7,0.0,1
2025-05-04,TOKYO_01,SKU_OUT_001,41,6990,0,20.3,6.1,1
2025-05-05,TOKYO_01,SKU_OUT_001,33,6990,0,23.2,0.0,1
2025-05-06,TOKYO_01,SKU_OUT_001,44,6990,0,26.5,4.2,1
2025-05-07,TOKYO_01,SKU_OUT_001,54,6990,1,25.8,0.0,1
2025-05-08,TOKYO_01,SKU_OUT_001,31,6990,0,26.6,2.4,0
2025-05-09,TOKYO_01,SKU_OUT_001,26,6990,0,22.3,0.0,0
2025-05-10,TOKYO_01,SKU_OUT_001,66,6990,1,24.1,4.2,1
2025-05-11,TOKYO_01,SKU_OUT_001,42,6990,0,26.4,4.7,1
2025-05-12,TOKYO_01,SKU_OUT_001,34,6990,0,25.1,0.2,0
2025-05-13,TOKYO_01,SKU_OUT_001,29,6990,0,26.6,0.0,0
2025-05-14,TOKYO_01,SKU_OUT_001,23,6990,0,27.1,0.4,0
2025-05-15,TOKYO_01,SKU_OUT_001,31,6990,0,27.6,0.0,0
2025-05-16,TOKYO_01,SKU_OUT_001,33,6990,0,26.4,0.4,0
2025-05-17,TOKYO_01,SKU_OUT_001,41,6990,0,24.6,8.9,1
2025-05-18,TOKYO_01,SKU_OUT_001,40,6990,0,27.3,8.1,1
2025-05-19,TOKYO_01,SKU_OUT_001,32,6990,0,24.8,0.0,0
2025-05-20,TOKYO_01,SKU_OUT_001,26,6990,0,28.7,0.0,0
2025-05-21,TOKYO_01,SKU_OUT_001,39,6990,1,25.4,3.0,0
2025-05-22,TOKYO_01,SKU_OUT_001,24,6990,0,22.8,1.0,0
2025-05-23,TOKYO_01,SKU_OUT_001,36,6990,0,31.0,1.5,0
2025-05-24,TOKYO_01,SKU_OUT_001,50,6990,0,29.1,0.0,1
2025-05-25,TOKYO_01,SKU_OUT_001,57,6990,0,31.0,0.1,1
2025-05-26,TOKYO_01,SKU_OUT_001,46,6990,1,26.4,4.2,0
2025-05-27,TOKYO_01,SKU_OUT_001,32,6990,0,26.9,3.7,0
2025-05-28,TOKYO_01,SKU_OUT_001,30,6990,0,27.0,0.1,0
2025-05-29,TOKYO_01,SKU_OUT_001,31,6990,0,27.3,0.3,0
2025-05-30,TOKYO_01,SKU_OUT_001,25,6990,0,26.6,0.0,0
2025-05-31,TOKYO_01,SKU_OUT_001,36,6990,0,27.7,1.4,1
2025-06-01,TOKYO_01,SKU_OUT_001,32,6990,0,29.8,5.0,1
2025-06-02,TOKYO_01,SKU_OUT_001,29,6990,0,28.2,0.0,0
2025-06-03,TOKYO_01,SKU_OUT_001,26,6990,0,27.8,5.0,0
2025-06-04,TOKYO_01,SKU_OUT_001,33,6990,0,32.1,6.0,0
2025-06-05,TOKYO_01,SKU_OUT_001,34,6990,0,25.4,0.0,0
2025-06-06,TOKYO_01,SKU_OUT_001,32,6990,0,29.1,4.2,0
2025-06-07,TOKYO_01,SKU_OUT_001,33,6990,0,26.8,0.0,1
2025-06-08,TOKYO_01,SKU_OUT_001,29,6990,0,30.1,0.0,1
2025-06-09,TOKYO_01,SKU_OUT_001,34,6990,0,29.8,0.0,0
2025-06-10,TOKYO_01,SKU_OUT_001,30,6990,0,31.1,0.4,0
2025-06-11,TOKYO_01,SKU_OUT_001,20,6990,0,30.0,0.9,0
2025-06-12,TOKYO_01,SKU_OUT_001,31,6990,0,24.2,0.1,0
2025-06-13,TOKYO_01,SKU_OUT_001,32,6990,0,27.9,1.1,0
2025-06-14,TOKYO_01,SKU_OUT_001,27,6990,0,25.1,1.8,1
2025-06-15,TOKYO_01,SKU_OUT_001,41,6990,0,25.5,1.3,1
2025-06-16,TOKYO_01,SKU_OUT_001,33,6990,1,27.8,2.7,0
2025-06-17,TOKYO_01,SKU_OUT_001,26,6990,0,27.0,0.0,0
2025-06-18,TOKYO_01,SKU_OUT_001,23,6990,0,26.8,0.0,0
2025-06-19,TOKYO_01,SKU_OUT_001,26,6990,0,24.8,0.0,0
2025-06-20,TOKYO_01,SKU_OUT_001,24,6990,0,32.3,0.3,0
2025-06-21,TOKYO_01,SKU_OUT_001,44,6990,0,29.1,3.6,1
2025-06-22,TOKYO_01,SKU_OUT_001,35,6990,0,27.7,0.0,1
2025-06-23,TOKYO_01,SKU_OUT_001,28,6990,0,26.4,1.6,0
2025-06-24,TOKYO_01,SKU_OUT_001,37,6990,0,27.4,0.0,0
2025-06-25,TOKYO_01,SKU_OUT_001,36,6990,0,23.1,1.5,0
2025-06-26,TOKYO_01,SKU_OUT_001,28,6990,0,28.6,0.0,0
2025-06-27,TOKYO_01,SKU_OUT_001,46,6990,1,28.1,0.0,0
2025-06-28,TOKYO_01,SKU_OUT_001,33,6990,0,28.4,0.0,1
2025-06-29,TOKYO_01,SKU_OUT_001,36,6990,0,27.8,0.0,1
2025-01-01,TOKYO_01,SKU_OUT_002,26,5990,0,9.3,0.0,0
2025-01-02,TOKYO_01,SKU_OUT_002,16,5990,0,5.8,0.9,0
2025-01-03,TOKYO_01,SKU_OUT_002,31,5990,0,11.8,2.1,0
2025-01-04,TOKYO_01,SKU_OUT_002,34,5990,0,7.1,0.0,1
2025-01-05,TOKYO_01,SKU_OUT_002,18,5990,0,8.9,0.0,1
2025-01-06,TOKYO_01,SKU_OUT_002,23,5990,0,10.2,0.0,0
2025-01-07,TOKYO_01,SKU_OUT_002,18,5990,0,6.5,0.0,0
2025-01-08,TOKYO_01,SKU_OUT_002,24,5990,0,7.2,1.6,0
2025-01-09,TOKYO_01,SKU_OUT_002,29,5990,1,7.4,0.4,0
2025-01-10,TOKYO_01,SKU_OUT_002,17,5990,0,7.3,2.7,0
2025-01-11,TOKYO_01,SKU_OUT_002,38,5990,0,7.4,6.5,1
2025-01-12,TOKYO_01,SKU_OUT_002,32,5990,0,7.6,0.2,1
2025-01-13,TOKYO_01,SKU_OUT_002,25,5990,0,10.7,0.0,0
2025-01-14,TOKYO_01,SKU_OUT_002,26,5990,0,15.0,3.5,0
